EOM_DT,CUSIP,SEC_SYM,MF_FAM_DESC,MF_NM,MF_CLASS,EXISTS_ON_MSTA,CHANNEL,ACCT_TYP,PROGRAM,LEGACY_PROGRAM,RTMT_ACCT_TYP,TRADE_SIDE,EXCHANGE_IND,GROSS_AMOUNT,NET_ORIG_AMOUNT,NET_AMOUNT,TRD_CNT,Is_it_a_MF,Rec,ACL,Fund_ID,Brand,Mstar_Cat,US_cat
2025-10-31,8MGYN2JCP,LZEHX,NUVEEN,NUVEEN Estate Fund A,A,Y,PCG,ADVISORY,ADVISORY,CUSTOMCHOICE,SIM,P,N,1541055.25,1541055.25,1541055.25,45,Y,Y,Y,FSCAP9SFEF,Nuveen,US Fund Real Estate,US Fund Real Estate
2025-05-31,MO5BXXC02,CENDX,FRANKLIN TEMPLETON,FRANKLIN TEMPLETON Value Fund INST,INST,Y,PCG,ADVISORY,ADVISORY,PIM,NON-RETIREMENT,S,N,4670837.26,-4670837.26,-4670837.26,23,N,Y,Y,FSINV8HE3N,Franklin Templeton,US Fund Large Value,US Fund Large Value
2025-05-31,17MGFXC08,CNJLX,NUVEEN,NUVEEN Blend Fund INV,INV,Y,WFAS,BROKERAGE,BROKERAGE,CUSTOMCHOICE,SEP,P,N,2119528.64,2119528.64,2119528.64,44,Y,Y,Y,FSUSALNO19,Nuveen,US Fund Small Blend,US Fund Small Blend
2025-10-31,N1YBWMLUN,GWZPX,INVESCO,INVESCO Blend Fund A,A,Y,PCG,ADVISORY,ADVISORY,PIM,NON-RETIREMENT,P,N,586495.23,586495.23,586495.23,32,Y,Y,Y,FSINVZILDX,Invesco,US Fund Large Blend,US Fund Large Blend
2025-08-31,E2ATN2TWD,IZSNX,FRANKLIN TEMPLETON,FRANKLIN TEMPLETON Bond Fund INST,INST,Y,FCCS,ADVISORY,ADVISORY,FC/QC,IRA,P,N,732126.42,732126.42,732126.42,17,Y,Y,N,FSC7967512,Franklin Templeton,US Fund Short-Term Bond,US Fund Short-Term Bond
2026-02-28,KTSG7FXZV,VOVAX,CAPITAL GROUP,CAPITAL GROUP Bond Fund INST,INST,Y,WBS,ADVISORY,ADVISORY,PERSONALIZED UMA,QP,P,N,2837484.48,2837484.48,2837484.48,28,Y,Y,Y,FSCAPU9MJ4,capital group,US Fund Intermediate Core Bond,US Fund Intermediate Core Bond
2026-01-31,HQIN9N6XC,HZYVX,MFS,MFS Blend Fund C,C,Y,WBS,ADVISORY,ADVISORY,MASTERS,NON-RETIREMENT,S,N,272983.47,-272983.47,-272983.47,48,Y,Y,N,FSC8686926,MFS,US Fund Small Blend,US Fund Small Blend
2025-01-31,E2ATN2TWD,IZSNX,FRANKLIN TEMPLETON,FRANKLIN TEMPLETON Bond Fund INST,INST,Y,WBS,ADVISORY,ADVISORY,FUNDSOURCE,NON-RETIREMENT,P,N,1688360.66,1688360.66,1688360.66,37,Y,N,Y,FSC7967512,Franklin Templeton,US Fund Short-Term Bond,US Fund Short-Term Bond
2025-03-31,8J5ECRUYF,VYCGX,INVESCO,INVESCO Bond Fund INST,INST,Y,FCCS,ADVISORY,ADVISORY,FC/QC,NON-RETIREMENT,P,N,2920807.98,2920807.98,2920807.98,2,N,Y,Y,FSINV30AHC,Invesco,US Fund High Yield Bond,US Fund High Yield Bond
2026-01-31,DMLY4LYK8,VOLIX,BLACKROCK,BLACKROCK Value Fund C,C,N,WBS,ADVISORY,ADVISORY,CUSTOMCHOICE,NON-RETIREMENT,P,N,478870.45,478870.45,478870.45,18,Y,Y,Y,FSINVW6LMH,BlackRock,US Fund Large Value,US Fund Large Value
2026-02-28,KTSG7FXZV,VOVAX,CAPITAL GROUP,CAPITAL GROUP Bond Fund INST,INST,Y,PCG,ADVISORY,ADVISORY,PERSONALIZED UMA,SIM,P,N,1933823.12,1933823.12,1933823.12,25,Y,N,Y,FSCAPU9MJ4,capital group,US Fund Intermediate Core Bond,US Fund Intermediate Core Bond
2025-04-30,DMLY4LYK8,VOLIX,BLACKROCK,BLACKROCK Value Fund C,C,Y,PCG,ADVISORY,ADVISORY,PERSONALIZED UMA,QP,S,N,2457853.37,-2457853.37,-2457853.37,29,Y,Y,Y,FSINVW6LMH,BlackRock,US Fund Large Value,US Fund Large Value
2026-02-28,QJIDKNWI5,EIPIX,JPMORGAN,JPMORGAN Allocation Fund INST,INST,Y,PCG,ADVISORY,ADVISORY,FC/QC,SEP,S,N,1888632.51,-1888632.51,-1888632.51,19,Y,Y,N,FSCAPZ4DKB,JPMorgan,US Fund Tactical Allocation,US Fund Tactical Allocation
2025-11-30,JH75LXO6Q,GGOGX,MFS,MFS Blend Fund A,A,Y,WFAS,ADVISORY,ADVISORY,FC/QC,QP,S,N,1220742.45,-1220742.45,-1220742.45,25,Y,Y,Y,FSCAPUR81B,MFS,US Fund Small Blend,US Fund Small Blend
2025-02-28,1KERPETIU,RJKTX,VANGUARD,VANGUARD Bond Fund A,A,Y,PCG,BROKERAGE,BROKERAGE,CUSTOMCHOICE,NON-RETIREMENT,P,N,1741476.14,1741476.14,1741476.14,38,Y,Y,N,FSINVZ17YR,Vanguard,US Fund Short-Term Bond,US Fund Short-Term Bond
2025-07-31,4FFYVNVQJ,OYRCX,LORD ABBETT,LORD ABBETT Blend Fund INST,INST,Y,PCG,BROKERAGE,BROKERAGE,BROKERAGE,SEP,P,Y,3803670.85,3803670.85,3803670.85,17,Y,Y,N,FSINVDZ4HR,Lord Abbett,US Fund Foreign Large Blend,US Fund Foreign Large Blend
2026-02-28,BSWRPBJEK,WMAQX,JPMORGAN,JPMORGAN Growth Fund INV,INV,Y,PCG,ADVISORY,ADVISORY,ASSET ADVISOR,QP,S,N,1145828.79,-1145828.79,-1145828.79,42,Y,N,N,FSINVVT0VG,JPMorgan,US Fund Large Growth,US Fund Large Growth
2025-05-31,R7KO64T02,XMHMX,FRANKLIN TEMPLETON,FRANKLIN TEMPLETON Blend Fund C,C,Y,WFAS,ADVISORY,ADVISORY,FUNDSOURCE,QP,P,N,4710109.52,4710109.52,4710109.52,5,Y,Y,Y,FSC8379085,Franklin Templeton,US Fund Mid-Cap Blend,US Fund Mid-Cap Blend
2025-02-28,8MGYN2JCP,LZEHX,NUVEEN,NUVEEN Estate Fund A,A,Y,WBS,ADVISORY,ADVISORY,CUSTOMCHOICE,NON-RETIREMENT,S,N,2767416.55,-2767416.55,-2767416.55,21,Y,N,Y,FSCAP9SFEF,Nuveen,US Fund Real Estate,US Fund Real Estate
2025-09-30,4FMYZYCWT,GMHYX,DWS FUNDS,DWS FUNDS Bond Fund A,A,Y,PCG,ADVISORY,ADVISORY,CUSTOMCHOICE,NON-RETIREMENT,P,Y,284721.93,284721.93,284721.93,24,Y,Y,Y,FSCAPZUVDG,DWS,US Fund High Yield Bond,US Fund High Yield Bond
2025-12-31,R7KO64T02,XMHMX,FRANKLIN TEMPLETON,FRANKLIN TEMPLETON Blend Fund C,C,Y,PCG,BROKERAGE,BROKERAGE,FC/QC,NON-RETIREMENT,P,N,1241449.88,1241449.88,1241449.88,30,Y,Y,Y,FSC8379085,Franklin Templeton,US Fund Mid-Cap Blend,US Fund Mid-Cap Blend
2025-09-30,UVY8N1UTO,QGCTX,INVESCO,INVESCO Allocation Fund S,S,Y,WBS,BROKERAGE,BROKERAGE,FC/QC,SEP,S,N,4444019.09,-4444019.09,-4444019.09,27,Y,N,Y,FSINV12SDD,Invesco,US Fund Tactical Allocation,US Fund Tactical Allocation
2025-04-30,4FFYVNVQJ,OYRCX,LORD ABBETT,LORD ABBETT Blend Fund INST,INST,Y,FCCS,ADVISORY,ADVISORY,FC/QC,SIM,P,N,4973575.6,4973575.6,4973575.6,2,Y,Y,Y,FSINVDZ4HR,Lord Abbett,US Fund Foreign Large Blend,US Fund Foreign Large Blend
2026-01-31,EAL2W37D4,GPNKX,FIDELITY,FIDELITY Blend Fund C,C,Y,FINET,BROKERAGE,BROKERAGE,MASTERS,SIM,S,N,736277.25,-736277.25,-736277.25,2,Y,N,Y,FSUSAVKKPF,Fidelity,US Fund Large Blend,US Fund Large Blend
2025-08-31,8VMUHXID4,JTOUX,FRANKLIN TEMPLETON,FRANKLIN TEMPLETON Bond Fund INST,INST,Y,FCCS,ADVISORY,ADVISORY,FUNDSOURCE,NON-RETIREMENT,S,N,1858149.83,-1858149.83,-1858149.83,7,Y,Y,Y,FSINVCNRVP,Franklin Templeton,US Fund Intermediate Core Bond,US Fund Intermediate Core Bond
2026-03-31,LFEWVZNVK,NLUCX,DWS FUNDS,DWS FUNDS Blend Fund INV,INV,N,WBS,ADVISORY,ADVISORY,PERSONALIZED UMA,IRA,S,N,2167194.97,-2167194.97,-2167194.97,31,Y,Y,Y,FSINVF3PFW,DWS,US Fund Large Blend,US Fund Large Blend
2025-03-31,2EK3ZEZQA,CGVOX,JPMORGAN,JPMORGAN Allocation Fund A,A,Y,PCG,ADVISORY,ADVISORY,FUNDSOURCE,QP,P,N,506962.99,506962.99,506962.99,29,Y,N,Y,FSUSAD1XUN,JPMorgan,US Fund Moderate Allocation,US Fund Moderate Allocation
2025-06-30,SLWF90KM3,NSHVX,FIDELITY,FIDELITY Blend Fund A,A,Y,WBS,ADVISORY,ADVISORY,PERSONALIZED UMA,SIM,P,N,255056.29,255056.29,255056.29,3,Y,Y,Y,FSUSA4BHGL,Fidelity,US Fund Small Blend,US Fund Small Blend
2025-02-28,2EK3ZEZQA,CGVOX,JPMORGAN,JPMORGAN Allocation Fund A,A,Y,FINET,ADVISORY,ADVISORY,MASTERS,NON-RETIREMENT,S,N,767073.36,-767073.36,-767073.36,13,Y,Y,Y,FSUSAD1XUN,JPMorgan,US Fund Moderate Allocation,US Fund Moderate Allocation
2025-01-31,JSG65KXVF,TOUNX,FIRST EAGLE,FIRST EAGLE Blend Fund INST,INST,Y,WBS,ADVISORY,ADVISORY,CUSTOMCHOICE,SIM,P,N,4767821.52,4767821.52,4767821.52,17,N,Y,N,FSCAP4FGYV,First Eagle,US Fund Small Blend,US Fund Small Blend
2026-02-28,U7EEQTUL1,LVXLX,FIRST EAGLE,FIRST EAGLE Estate Fund INST,INST,Y,FCCS,ADVISORY,ADVISORY,CUSTOMCHOICE,SIM,P,N,3636326.06,3636326.06,3636326.06,43,Y,N,Y,FSUSAS7SPG,First Eagle,US Fund Real Estate,US Fund Real Estate
2026-02-28,3TV3I12VJ,ZZOUX,AMERICAN FUNDS,AMERICAN FUNDS Bond Fund A,A,Y,FCCS,ADVISORY,ADVISORY,PIM,SEP,P,N,4782640.52,4782640.52,4782640.52,43,Y,N,Y,FSUSA1CZS7,capital group,US Fund High Yield Bond,US Fund High Yield Bond
2026-01-31,BSWRPBJEK,WMAQX,JPMORGAN,JPMORGAN Growth Fund INV,INV,Y,WBS,ADVISORY,ADVISORY,PIM,QP,P,N,4483002.32,4483002.32,4483002.32,47,N,Y,Y,FSINVVT0VG,JPMorgan,US Fund Large Growth,US Fund Large Growth
2025-02-28,WX7PTX63C,EHTOX,DWS FUNDS,DWS FUNDS Allocation Fund A,A,N,FCCS,ADVISORY,ADVISORY,PERSONALIZED UMA,NON-RETIREMENT,S,N,2775292.91,-2775292.91,-2775292.91,45,Y,Y,Y,FSCAPPGOXS,DWS,US Fund Moderate Allocation,US Fund Moderate Allocation
2025-10-31,WYJXRPJ1E,LHRMX,INVESCO,INVESCO Bond Fund A,A,N,FCCS,ADVISORY,ADVISORY,ASSET ADVISOR,SEP,P,N,406105.45,406105.45,406105.45,4,Y,N,Y,FSCAPRK315,Invesco,US Fund Intermediate Core Bond,US Fund Intermediate Core Bond
2025-01-31,UXLEZ896D,RNAIX,INVESCO,INVESCO Bond Fund A,A,Y,FCCS,ADVISORY,ADVISORY,FC/QC,QP,P,N,1852215.3,1852215.3,1852215.3,28,Y,Y,Y,FSC9366170,Invesco,US Fund Intermediate Core Bond,US Fund Intermediate Core Bond
2025-06-30,WJCKJLTEI,SSBKX,FIRST EAGLE,FIRST EAGLE Blend Fund C,C,Y,PCG,ADVISORY,ADVISORY,BROKERAGE,NON-RETIREMENT,P,N,1636050.92,1636050.92,1636050.92,32,Y,N,Y,FSC7422675,First Eagle,US Fund Small Blend,US Fund Small Blend
2025-01-31,FB9W1Q5UZ,JKDRX,VANGUARD,VANGUARD Growth Fund A,A,Y,PCG,BROKERAGE,BROKERAGE,PIM,QP,P,Y,888276.56,888276.56,888276.56,11,Y,Y,Y,FSCAP3Y8BT,Vanguard,US Fund Large Growth,US Fund Large Growth
2025-02-28,KTSG7FXZV,VOVAX,CAPITAL GROUP,CAPITAL GROUP Bond Fund INST,INST,Y,PCG,ADVISORY,ADVISORY,FC/QC,SIM,S,N,3072009.53,-3072009.53,-3072009.53,38,Y,N,Y,FSCAPU9MJ4,capital group,US Fund Intermediate Core Bond,US Fund Intermediate Core Bond
2025-05-31,QT3WVEDN9,OJDPX,BLACKROCK,BLACKROCK Blend Fund A,A,Y,WFAS,ADVISORY,ADVISORY,ASSET ADVISOR,SIM,P,N,2311951.67,2311951.67,2311951.67,45,Y,Y,Y,FSINV1KDAD,BlackRock,US Fund Foreign Large Blend,US Fund Foreign Large Blend
2025-12-31,U7EEQTUL1,LVXLX,FIRST EAGLE,FIRST EAGLE Estate Fund INST,INST,Y,FINET,ADVISORY,ADVISORY,FC/QC,SIM,P,N,2262816.01,2262816.01,2262816.01,16,Y,N,Y,FSUSAS7SPG,First Eagle,US Fund Real Estate,US Fund Real Estate
2025-04-30,RPN6QFGSX,QXUMX,LORD ABBETT,LORD ABBETT Estate Fund A,A,N,WFAS,ADVISORY,ADVISORY,CUSTOMCHOICE,IRA,P,Y,3516321.45,3516321.45,3516321.45,9,Y,Y,Y,FSINVN2N0F,Lord Abbett,US Fund Real Estate,US Fund Real Estate
2025-10-31,Y6B2KNFTU,UECWX,VANGUARD,VANGUARD Bond Fund INV,INV,Y,FINET,BROKERAGE,BROKERAGE,MASTERS,NON-RETIREMENT,P,N,2408243.02,2408243.02,2408243.02,42,Y,Y,Y,FSUSAF3MVF,Vanguard,US Fund Short-Term Bond,US Fund Short-Term Bond
2025-01-31,MO5BXXC02,CENDX,FRANKLIN TEMPLETON,FRANKLIN TEMPLETON Value Fund INST,INST,Y,WBS,ADVISORY,ADVISORY,FC/QC,SEP,P,N,4265411.38,4265411.38,4265411.38,21,Y,N,Y,FSINV8HE3N,Franklin Templeton,US Fund Large Value,US Fund Large Value
2026-02-28,E2ATN2TWD,IZSNX,FRANKLIN TEMPLETON,FRANKLIN TEMPLETON Bond Fund INST,INST,Y,WBS,BROKERAGE,BROKERAGE,PERSONALIZED UMA,SEP,S,N,37689.8,-37689.8,-37689.8,9,Y,Y,N,FSC7967512,Franklin Templeton,US Fund Short-Term Bond,US Fund Short-Term Bond
2025-12-31,U6N7HV3IZ,HRUUX,JPMORGAN,JPMORGAN Value Fund S,S,Y,PCG,ADVISORY,ADVISORY,PIM,SEP,P,Y,192726.2,192726.2,192726.2,31,Y,N,Y,FSUSAS5BKX,JPMorgan,US Fund Large Value,US Fund Large Value
2025-06-30,O4KH2VLPY,NUYTX,PIMCO,PIMCO Blend Fund A,A,Y,PCG,ADVISORY,ADVISORY,FUNDSOURCE,SIM,S,N,4288941.53,-4288941.53,-4288941.53,47,Y,Y,Y,FSINVNDQ6K,PIMCO,US Fund Small Blend,US Fund Small Blend
2025-05-31,UVY8N1UTO,QGCTX,INVESCO,INVESCO Allocation Fund S,S,Y,WBS,ADVISORY,ADVISORY,ASSET ADVISOR,SIM,P,Y,3778990.0,3778990.0,3778990.0,27,Y,N,Y,FSINV12SDD,Invesco,US Fund Tactical Allocation,US Fund Tactical Allocation
2026-03-31,V1V93KMKZ,DBBHX,PIMCO,PIMCO Allocation Fund A,A,Y,FINET,ADVISORY,ADVISORY,BROKERAGE,NON-RETIREMENT,P,N,2954672.88,2954672.88,2954672.88,38,Y,Y,Y,FSC3796172,PIMCO,US Fund Moderate Allocation,US Fund Moderate Allocation
2025-04-30,JSG65KXVF,TOUNX,FIRST EAGLE,FIRST EAGLE Blend Fund INST,INST,Y,FCCS,ADVISORY,ADVISORY,MASTERS,QP,S,N,2246525.04,-2246525.04,-2246525.04,35,Y,Y,N,FSCAP4FGYV,First Eagle,US Fund Small Blend,US Fund Small Blend
2026-01-31,WOCLYT8W5,MOQGX,T ROWE PRICE,T ROWE PRICE Blend Fund INST,INST,Y,FINET,ADVISORY,ADVISORY,MASTERS,IRA,S,N,256452.86,-256452.86,-256452.86,25,Y,Y,Y,FSINVVY2S9,T. Rowe Price,US Fund Large Blend,US Fund Large Blend
2025-01-31,U6N7HV3IZ,HRUUX,JPMORGAN,JPMORGAN Value Fund S,S,Y,PCG,BROKERAGE,BROKERAGE,CUSTOMCHOICE,SEP,S,N,398844.62,-398844.62,-398844.62,19,Y,Y,N,FSUSAS5BKX,JPMorgan,US Fund Large Value,US Fund Large Value
2025-12-31,RPN6QFGSX,QXUMX,LORD ABBETT,LORD ABBETT Estate Fund A,A,N,WBS,ADVISORY,ADVISORY,ASSET ADVISOR,IRA,P,N,488472.75,488472.75,488472.75,8,Y,Y,Y,FSINVN2N0F,Lord Abbett,US Fund Real Estate,US Fund Real Estate
2025-03-31,DMLY4LYK8,VOLIX,BLACKROCK,BLACKROCK Value Fund C,C,Y,WFAS,BROKERAGE,BROKERAGE,PERSONALIZED UMA,QP,P,Y,2256732.32,2256732.32,2256732.32,43,Y,N,Y,FSINVW6LMH,BlackRock,US Fund Large Value,US Fund Large Value
2025-06-30,HZIOYKL1C,LZZBX,FIRST EAGLE,FIRST EAGLE Bond Fund A,A,Y,PCG,ADVISORY,ADVISORY,ASSET ADVISOR,IRA,P,N,4033106.19,4033106.19,4033106.19,22,Y,N,Y,FSUSAMFLIX,First Eagle,US Fund Multisector Bond,US Fund Multisector Bond
2026-03-31,ST0SX5WVF,ESQXX,CAPITAL GROUP,CAPITAL GROUP Bond Fund INST,INST,Y,WFAS,ADVISORY,ADVISORY,ASSET ADVISOR,QP,S,N,1757237.23,-1757237.23,-1757237.23,26,Y,Y,Y,FSINV6Z5AS,capital group,US Fund Intermediate Core Bond,US Fund Intermediate Core Bond
2025-12-31,WK8R2YKCC,LMFPX,DWS FUNDS,DWS FUNDS Bond Fund INST,INST,Y,FCCS,BROKERAGE,BROKERAGE,PERSONALIZED UMA,QP,S,N,4880698.26,-4880698.26,-4880698.26,25,Y,Y,N,FSCAPNRENH,DWS,US Fund High Yield Bond,US Fund High Yield Bond
2025-08-31,4FFYVNVQJ,OYRCX,LORD ABBETT,LORD ABBETT Blend Fund INST,INST,Y,PCG,BROKERAGE,BROKERAGE,PIM,SIM,P,Y,2854911.02,2854911.02,2854911.02,1,N,N,Y,FSINVDZ4HR,Lord Abbett,US Fund Foreign Large Blend,US Fund Foreign Large Blend
2025-10-31,ZW9XA3KX7,DDCOX,CAPITAL GROUP,CAPITAL GROUP Blend Fund A,A,Y,WBS,ADVISORY,ADVISORY,PIM,IRA,P,N,3830742.69,3830742.69,3830742.69,3,Y,Y,Y,FSCAPVVD5U,capital group,US Fund Small Blend,US Fund Small Blend
2026-02-28,8MGYN2JCP,LZEHX,NUVEEN,NUVEEN Estate Fund A,A,Y,FINET,BROKERAGE,BROKERAGE,CUSTOMCHOICE,SEP,P,Y,195174.48,195174.48,195174.48,10,Y,N,N,FSCAP9SFEF,Nuveen,US Fund Real Estate,US Fund Real Estate
2025-06-30,7BH25LLO3,MAQHX,DWS FUNDS,DWS FUNDS Bond Fund C,C,Y,FCCS,ADVISORY,ADVISORY,PIM,NON-RETIREMENT,P,N,1542271.47,1542271.47,1542271.47,9,Y,Y,N,FSC8694117,DWS,US Fund Intermediate Core Bond,US Fund Intermediate Core Bond
2025-02-28,HQIN9N6XC,HZYVX,MFS,MFS Blend Fund C,C,Y,PCG,BROKERAGE,BROKERAGE,FUNDSOURCE,QP,P,N,1321367.16,1321367.16,1321367.16,15,Y,Y,Y,FSC8686926,MFS,US Fund Small Blend,US Fund Small Blend
2026-03-31,B5M9J98CW,JURYX,AMERICAN FUNDS,AMERICAN FUNDS Growth Fund A,A,Y,FINET,ADVISORY,ADVISORY,MASTERS,QP,S,N,4057979.72,-4057979.72,-4057979.72,7,Y,N,Y,FSCAPBLFOC,capital group,US Fund Large Growth,US Fund Large Growth
2025-02-28,WYJXRPJ1E,LHRMX,INVESCO,INVESCO Bond Fund A,A,Y,FCCS,ADVISORY,ADVISORY,BROKERAGE,IRA,S,Y,1345606.42,-1345606.42,-1345606.42,3,Y,Y,Y,FSCAPRK315,Invesco,US Fund Intermediate Core Bond,US Fund Intermediate Core Bond
2025-03-31,BPLJD84U8,ZRHBX,PIMCO,PIMCO Blend Fund A,A,Y,PCG,ADVISORY,ADVISORY,ASSET ADVISOR,IRA,P,N,2806171.76,2806171.76,2806171.76,47,Y,Y,N,FSCAPPXIH2,PIMCO,US Fund Mid-Cap Blend,US Fund Mid-Cap Blend
2025-04-30,WC4RTWUZK,AJOEX,MFS,MFS Bond Fund C,C,Y,WFAS,ADVISORY,ADVISORY,FUNDSOURCE,SIM,S,N,26929.81,-26929.81,-26929.81,4,Y,Y,Y,FSUSAR848N,MFS,US Fund Multisector Bond,US Fund Multisector Bond
2025-05-31,7BH25LLO3,MAQHX,DWS FUNDS,DWS FUNDS Bond Fund C,C,Y,PCG,BROKERAGE,BROKERAGE,FUNDSOURCE,QP,P,N,2022900.71,2022900.71,2022900.71,8,Y,Y,Y,FSC8694117,DWS,US Fund Intermediate Core Bond,US Fund Intermediate Core Bond
2025-02-28,VBDIVUZZP,LHWTX,VANGUARD,VANGUARD Growth Fund A,A,Y,PCG,ADVISORY,ADVISORY,ASSET ADVISOR,NON-RETIREMENT,P,N,956229.11,956229.11,956229.11,3,Y,Y,Y,FSCAP853QJ,Vanguard,US Fund Large Growth,US Fund Large Growth
2025-11-30,4874FRHOC,JZGUX,INVESCO,INVESCO Bond Fund C,C,Y,PCG,ADVISORY,ADVISORY,FUNDSOURCE,IRA,P,N,4826116.86,4826116.86,4826116.86,1,Y,Y,Y,FSUSAFVJ1Z,Invesco,US Fund Short-Term Bond,US Fund Short-Term Bond
2025-12-31,O4KH2VLPY,NUYTX,PIMCO,PIMCO Blend Fund A,A,Y,PCG,BROKERAGE,BROKERAGE,MASTERS,SIM,S,N,616659.17,-616659.17,-616659.17,41,Y,Y,Y,FSINVNDQ6K,PIMCO,US Fund Small Blend,US Fund Small Blend
2025-08-31,C8D1WJCIT,EKRMX,FRANKLIN TEMPLETON,FRANKLIN TEMPLETON Estate Fund C,C,Y,WBS,ADVISORY,ADVISORY,BROKERAGE,IRA,P,Y,1369850.3,1369850.3,1369850.3,34,Y,Y,N,FSC7392545,Franklin Templeton,US Fund Real Estate,US Fund Real Estate
2025-05-31,O4KH2VLPY,NUYTX,PIMCO,PIMCO Blend Fund A,A,Y,WBS,BROKERAGE,BROKERAGE,PERSONALIZED UMA,SEP,P,Y,2131048.36,2131048.36,2131048.36,15,Y,Y,Y,FSINVNDQ6K,PIMCO,US Fund Small Blend,US Fund Small Blend
2025-07-31,ST0SX5WVF,ESQXX,CAPITAL GROUP,CAPITAL GROUP Bond Fund INST,INST,Y,WFAS,ADVISORY,ADVISORY,PERSONALIZED UMA,SIM,P,N,2402011.26,2402011.26,2402011.26,36,Y,N,Y,FSINV6Z5AS,capital group,US Fund Intermediate Core Bond,US Fund Intermediate Core Bond
2025-09-30,3TV3I12VJ,ZZOUX,AMERICAN FUNDS,AMERICAN FUNDS Bond Fund A,A,Y,PCG,ADVISORY,ADVISORY,FC/QC,IRA,P,N,494623.58,494623.58,494623.58,7,Y,Y,N,FSUSA1CZS7,capital group,US Fund High Yield Bond,US Fund High Yield Bond
2026-02-28,6RE4Q6QDY,VIJBX,T ROWE PRICE,T ROWE PRICE Blend Fund A,A,N,WBS,ADVISORY,ADVISORY,BROKERAGE,NON-RETIREMENT,S,N,3995073.76,-3995073.76,-3995073.76,21,Y,N,Y,FSUSA99GZA,T. Rowe Price,US Fund Small Blend,US Fund Small Blend
2025-01-31,DK0GET8T6,VGVMX,BLACKROCK,BLACKROCK Bond Fund INST,INST,Y,WBS,BROKERAGE,BROKERAGE,MASTERS,QP,P,N,937265.64,937265.64,937265.64,26,Y,N,Y,FSC6963457,BlackRock,US Fund High Yield Bond,US Fund High Yield Bond
2025-02-28,QZXEBB9EI,NKJYX,VANGUARD,VANGUARD Bond Fund A,A,Y,WFAS,ADVISORY,ADVISORY,PIM,SIM,P,N,3123283.81,3123283.81,3123283.81,35,Y,Y,N,FSC4693666,Vanguard,US Fund Intermediate Core Bond,US Fund Intermediate Core Bond
2025-12-31,4FMYZYCWT,GMHYX,DWS FUNDS,DWS FUNDS Bond Fund A,A,Y,PCG,ADVISORY,ADVISORY,PERSONALIZED UMA,SIM,P,Y,2826012.23,2826012.23,2826012.23,48,Y,Y,N,FSCAPZUVDG,DWS,US Fund High Yield Bond,US Fund High Yield Bond
2025-12-31,1M8XFDJGF,TBYQX,PIMCO,PIMCO Growth Fund A,A,N,PCG,ADVISORY,ADVISORY,FC/QC,IRA,P,N,3690253.36,3690253.36,3690253.36,42,Y,Y,Y,FSCAPS2MJ6,PIMCO,US Fund Small Growth,US Fund Small Growth
2026-03-31,DK0GET8T6,VGVMX,BLACKROCK,BLACKROCK Bond Fund INST,INST,Y,WBS,BROKERAGE,BROKERAGE,FUNDSOURCE,IRA,P,N,594336.12,594336.12,594336.12,18,Y,Y,Y,FSC6963457,BlackRock,US Fund High Yield Bond,US Fund High Yield Bond
2026-03-31,VBDIVUZZP,LHWTX,VANGUARD,VANGUARD Growth Fund A,A,Y,PCG,ADVISORY,ADVISORY,ASSET ADVISOR,QP,S,N,4085418.56,-4085418.56,-4085418.56,37,Y,Y,Y,FSCAP853QJ,Vanguard,US Fund Large Growth,US Fund Large Growth
2026-01-31,QZXEBB9EI,NKJYX,VANGUARD,VANGUARD Bond Fund A,A,Y,FINET,ADVISORY,ADVISORY,BROKERAGE,SEP,P,Y,3479847.06,3479847.06,3479847.06,11,Y,Y,Y,FSC4693666,Vanguard,US Fund Intermediate Core Bond,US Fund Intermediate Core Bond
2025-04-30,RPN6QFGSX,QXUMX,LORD ABBETT,LORD ABBETT Estate Fund A,A,Y,PCG,ADVISORY,ADVISORY,ASSET ADVISOR,NON-RETIREMENT,P,N,2304545.17,2304545.17,2304545.17,49,Y,Y,Y,FSINVN2N0F,Lord Abbett,US Fund Real Estate,US Fund Real Estate
2025-12-31,FB9W1Q5UZ,JKDRX,VANGUARD,VANGUARD Growth Fund A,A,Y,PCG,ADVISORY,ADVISORY,CUSTOMCHOICE,SIM,P,N,4505831.89,4505831.89,4505831.89,49,Y,Y,Y,FSCAP3Y8BT,Vanguard,US Fund Large Growth,US Fund Large Growth
2025-04-30,EAL2W37D4,GPNKX,FIDELITY,FIDELITY Blend Fund C,C,Y,WFAS,BROKERAGE,BROKERAGE,PIM,SIM,S,N,831362.81,-831362.81,-831362.81,39,Y,Y,N,FSUSAVKKPF,Fidelity,US Fund Large Blend,US Fund Large Blend
2025-03-31,1KERPETIU,RJKTX,VANGUARD,VANGUARD Bond Fund A,A,Y,PCG,ADVISORY,ADVISORY,BROKERAGE,NON-RETIREMENT,S,N,3973685.34,-3973685.34,-3973685.34,25,Y,Y,Y,FSINVZ17YR,Vanguard,US Fund Short-Term Bond,US Fund Short-Term Bond
2025-02-28,KTSG7FXZV,VOVAX,CAPITAL GROUP,CAPITAL GROUP Bond Fund INST,INST,Y,WBS,BROKERAGE,BROKERAGE,ASSET ADVISOR,QP,S,Y,634331.33,-634331.33,-634331.33,42,Y,N,Y,FSCAPU9MJ4,capital group,US Fund Intermediate Core Bond,US Fund Intermediate Core Bond
