EOM_DT,MF_NM,MF_CLASS,ASSET_CLASS,CHANNEL,ACCT_TYP,PROGRAM,LEGACY_PROGRAM,RET_ACCT_TYPE,POS_MKT_VAL,POSITION_COUNT,Is_it_a_MF,Rec,ACL,Fund_ID,Brand,Mstar_Cat,US_cat
2025-09-30,FIRST EAGLE Bond Fund A,A,Bond Fund,WFAS,ADVISORY,ADVISORY,CUSTOMCHOICE,NON-RETIREMENT,41914733.78,136,Y,Y,N,FSUSAMFLIX,First Eagle,US Fund Multisector Bond,US Fund Multisector Bond
2025-09-30,CAPITAL GROUP Blend Fund A,A,Balanced Fund,PCG,BROKERAGE,BROKERAGE,ASSET ADVISOR,SIM,28481906.3,126,Y,N,Y,FSCAPVVD5U,capital group,US Fund Small Blend,US Fund Small Blend
2025-12-31,JPMORGAN Value Fund S,S,Money Market Fund,PCG,BROKERAGE,BROKERAGE,PERSONALIZED UMA,SEP,14215798.85,417,Y,N,Y,FSUSAS5BKX,JPMorgan,US Fund Large Value,US Fund Large Value
2025-03-31,AMERICAN FUNDS Bond Fund INST,INST,Alternative Fund,WFAS,ADVISORY,ADVISORY,CUSTOMCHOICE,NON-RETIREMENT,61779911.18,421,Y,Y,Y,FSC0723107,capital group,US Fund High Yield Bond,US Fund High Yield Bond
2026-02-28,DWS FUNDS Bond Fund INST,INST,Bond Fund,PCG,BROKERAGE,BROKERAGE,BROKERAGE,SIM,5839570.74,53,Y,Y,Y,FSCAPNRENH,DWS,US Fund High Yield Bond,US Fund High Yield Bond
2026-01-31,DWS FUNDS Bond Fund A,A,Bond Fund,WFAS,ADVISORY,ADVISORY,ASSET ADVISOR,SEP,132425945.78,332,Y,N,Y,FSUSA4DZT8,DWS,US Fund Multisector Bond,US Fund Multisector Bond
2025-12-31,FRANKLIN TEMPLETON Estate Fund C,C,International Equity Fund,WFAS,BROKERAGE,BROKERAGE,MASTERS,NON-RETIREMENT,158015663.79,218,Y,N,Y,FSC7392545,Franklin Templeton,US Fund Real Estate,US Fund Real Estate
2025-11-30,VANGUARD Bond Fund INV,INV,International Equity Fund,WBS,BROKERAGE,BROKERAGE,MASTERS,SEP,367292392.41,212,Y,Y,Y,FSUSAF3MVF,Vanguard,US Fund Short-Term Bond,US Fund Short-Term Bond
2025-06-30,JPMORGAN Bond Fund A,A,Balanced Fund,FINET,ADVISORY,ADVISORY,CUSTOMCHOICE,SIM,265007383.35,369,Y,Y,Y,FSCAP0TE0V,JPMorgan,US Fund Multisector Bond,US Fund Multisector Bond
2026-02-28,BLACKROCK Value Fund C,C,Alternative Fund,WFAS,BROKERAGE,BROKERAGE,MASTERS,IRA,91527062.5,99,Y,Y,Y,FSINVW6LMH,BlackRock,US Fund Large Value,US Fund Large Value
2026-02-28,PIMCO Allocation Fund A,A,Bond Fund,PCG,ADVISORY,ADVISORY,PIM,NON-RETIREMENT,254016307.19,16,Y,N,Y,FSC3796172,PIMCO,US Fund Moderate Allocation,US Fund Moderate Allocation
2026-02-28,FIRST EAGLE Blend Fund INST,INST,Equity Fund,FINET,ADVISORY,ADVISORY,PERSONALIZED UMA,NON-RETIREMENT,180388065.56,404,Y,Y,Y,FSCAP4FGYV,First Eagle,US Fund Small Blend,US Fund Small Blend
2025-05-31,FIDELITY Bond Fund INST,INST,Money Market Fund,WBS,BROKERAGE,BROKERAGE,PERSONALIZED UMA,SEP,142672850.44,466,Y,Y,Y,FSINVQUXZJ,Fidelity,US Fund Intermediate Core Bond,US Fund Intermediate Core Bond
2025-01-31,FRANKLIN TEMPLETON Estate Fund C,C,Equity Fund,PCG,ADVISORY,ADVISORY,BROKERAGE,SIM,4404121.14,291,Y,Y,Y,FSC7392545,Franklin Templeton,US Fund Real Estate,US Fund Real Estate
2025-09-30,CAPITAL GROUP Growth Fund A,A,Alternative Fund,WFAS,ADVISORY,ADVISORY,PERSONALIZED UMA,SEP,403123401.61,411,Y,Y,Y,FSINV8R1QP,capital group,US Fund Small Growth,US Fund Small Growth
2025-06-30,T ROWE PRICE Blend Fund A,A,Alternative Fund,WFAS,BROKERAGE,BROKERAGE,FC/QC,IRA,291425647.35,72,Y,N,Y,FSUSA99GZA,T. Rowe Price,US Fund Small Blend,US Fund Small Blend
2025-03-31,INVESCO Blend Fund A,A,Balanced Fund,PCG,BROKERAGE,BROKERAGE,FUNDSOURCE,QP,217560188.8,48,Y,Y,N,FSINVZILDX,Invesco,US Fund Large Blend,US Fund Large Blend
2026-02-28,BLACKROCK Blend Fund A,A,Alternative Fund,PCG,BROKERAGE,BROKERAGE,MASTERS,SIM,15589472.04,289,Y,N,Y,FSINV1KDAD,BlackRock,US Fund Foreign Large Blend,US Fund Foreign Large Blend
2025-12-31,PIMCO Bond Fund S,S,Alternative Fund,PCG,ADVISORY,ADVISORY,FC/QC,IRA,108842429.66,191,Y,N,Y,FSCAP7M9HW,PIMCO,US Fund Short-Term Bond,US Fund Short-Term Bond
2025-05-31,CAPITAL GROUP Bond Fund INST,INST,International Equity Fund,FINET,ADVISORY,ADVISORY,MASTERS,SEP,468918586.42,236,Y,Y,Y,FSCAPU9MJ4,capital group,US Fund Intermediate Core Bond,US Fund Intermediate Core Bond
2025-07-31,FRANKLIN TEMPLETON Estate Fund C,C,International Equity Fund,WFAS,ADVISORY,ADVISORY,MASTERS,QP,207099027.98,135,Y,N,Y,FSC7392545,Franklin Templeton,US Fund Real Estate,US Fund Real Estate
2025-12-31,VANGUARD Bond Fund A,A,Alternative Fund,WFAS,BROKERAGE,BROKERAGE,ASSET ADVISOR,NON-RETIREMENT,224340249.41,99,Y,Y,N,FSC4693666,Vanguard,US Fund Intermediate Core Bond,US Fund Intermediate Core Bond
2025-08-31,PIMCO Blend Fund A,A,Bond Fund,WBS,BROKERAGE,BROKERAGE,CUSTOMCHOICE,SEP,451122385.28,83,Y,N,Y,FSINVNDQ6K,PIMCO,US Fund Small Blend,US Fund Small Blend
2025-08-31,CAPITAL GROUP Blend Fund A,A,Balanced Fund,WBS,ADVISORY,ADVISORY,BROKERAGE,SEP,489248092.06,143,Y,Y,Y,FSUSAYANEZ,capital group,US Fund Foreign Large Blend,US Fund Foreign Large Blend
2025-02-28,CAPITAL GROUP Blend Fund A,A,International Equity Fund,PCG,ADVISORY,ADVISORY,ASSET ADVISOR,IRA,482413713.42,180,Y,Y,N,FSCAPVVD5U,capital group,US Fund Small Blend,US Fund Small Blend
2025-09-30,CAPITAL GROUP Blend Fund A,A,Money Market Fund,PCG,BROKERAGE,BROKERAGE,MASTERS,SEP,293851884.66,87,Y,N,N,FSUSAYANEZ,capital group,US Fund Foreign Large Blend,US Fund Foreign Large Blend
2025-08-31,FIDELITY Bond Fund A,A,Money Market Fund,WFAS,BROKERAGE,BROKERAGE,PERSONALIZED UMA,SEP,91321068.61,320,Y,Y,Y,FSUSAP0XJP,Fidelity,US Fund Multisector Bond,US Fund Multisector Bond
2026-02-28,PIMCO Allocation Fund A,A,Bond Fund,WFAS,BROKERAGE,BROKERAGE,CUSTOMCHOICE,SIM,260038808.05,111,Y,N,Y,FSC3796172,PIMCO,US Fund Moderate Allocation,US Fund Moderate Allocation
2026-02-28,T ROWE PRICE Bond Fund C,C,Equity Fund,PCG,BROKERAGE,BROKERAGE,CUSTOMCHOICE,SIM,757516.43,226,Y,Y,Y,FSINV5AYKJ,T. Rowe Price,US Fund Short-Term Bond,US Fund Short-Term Bond
2025-12-31,DWS FUNDS Allocation Fund A,A,International Equity Fund,WFAS,ADVISORY,ADVISORY,FC/QC,SEP,108327209.25,255,Y,N,Y,FSCAPPGOXS,DWS,US Fund Moderate Allocation,US Fund Moderate Allocation
2025-01-31,FIRST EAGLE Growth Fund INST,INST,International Equity Fund,PCG,ADVISORY,ADVISORY,FUNDSOURCE,IRA,278079085.77,114,Y,N,N,FSUSAUK54B,First Eagle,US Fund Small Growth,US Fund Small Growth
2025-08-31,DWS FUNDS Bond Fund A,A,Money Market Fund,WFAS,BROKERAGE,BROKERAGE,PERSONALIZED UMA,NON-RETIREMENT,52769897.23,67,Y,N,N,FSUSA4DZT8,DWS,US Fund Multisector Bond,US Fund Multisector Bond
2025-02-28,JPMORGAN Growth Fund INV,INV,Equity Fund,WBS,BROKERAGE,BROKERAGE,CUSTOMCHOICE,SIM,334937331.17,192,Y,N,Y,FSINVVT0VG,JPMorgan,US Fund Large Growth,US Fund Large Growth
2025-03-31,DWS FUNDS Bond Fund C,C,Equity Fund,FINET,ADVISORY,ADVISORY,BROKERAGE,SIM,75414127.49,15,Y,Y,Y,FSC8694117,DWS,US Fund Intermediate Core Bond,US Fund Intermediate Core Bond
2026-01-31,FIRST EAGLE Estate Fund INST,INST,Balanced Fund,WBS,ADVISORY,ADVISORY,PIM,NON-RETIREMENT,122693139.55,330,Y,Y,Y,FSUSAS7SPG,First Eagle,US Fund Real Estate,US Fund Real Estate
2025-04-30,CAPITAL GROUP Blend Fund A,A,International Equity Fund,WFAS,ADVISORY,ADVISORY,PERSONALIZED UMA,SEP,57538151.34,185,Y,Y,Y,FSUSAYANEZ,capital group,US Fund Foreign Large Blend,US Fund Foreign Large Blend
2025-01-31,JPMORGAN Value Fund S,S,International Equity Fund,WBS,BROKERAGE,BROKERAGE,BROKERAGE,SIM,431868881.24,454,Y,N,Y,FSUSAS5BKX,JPMorgan,US Fund Large Value,US Fund Large Value
2025-03-31,INVESCO Growth Fund C,C,Equity Fund,FINET,BROKERAGE,BROKERAGE,FUNDSOURCE,IRA,23587310.05,263,Y,Y,Y,FSCAP5YC33,Invesco,US Fund Small Growth,US Fund Small Growth
2025-12-31,VANGUARD Growth Fund C,C,Alternative Fund,PCG,BROKERAGE,BROKERAGE,PIM,IRA,293871108.9,295,Y,Y,Y,FSCAP2IIZJ,Vanguard,US Fund Large Growth,US Fund Large Growth
2026-02-28,FIDELITY Blend Fund A,A,Bond Fund,PCG,BROKERAGE,BROKERAGE,FC/QC,SIM,311031179.1,347,Y,Y,Y,FSUSA4BHGL,Fidelity,US Fund Small Blend,US Fund Small Blend
2025-02-28,BLACKROCK Bond Fund INST,INST,Alternative Fund,PCG,ADVISORY,ADVISORY,CUSTOMCHOICE,IRA,154266824.67,496,Y,Y,Y,FSC6963457,BlackRock,US Fund High Yield Bond,US Fund High Yield Bond
2026-03-31,LORD ABBETT Bond Fund A,A,Balanced Fund,WFAS,ADVISORY,ADVISORY,FC/QC,NON-RETIREMENT,53067464.16,449,Y,Y,N,FSC2646842,Lord Abbett,US Fund High Yield Bond,US Fund High Yield Bond
2026-02-28,BLACKROCK Value Fund C,C,Balanced Fund,WBS,ADVISORY,ADVISORY,ASSET ADVISOR,SIM,392066599.74,472,Y,N,Y,FSINVHB0YI,BlackRock,US Fund Large Value,US Fund Large Value
2025-01-31,DWS FUNDS Allocation Fund A,A,International Equity Fund,WFAS,ADVISORY,ADVISORY,FC/QC,QP,255395980.3,427,Y,Y,N,FSCAPPGOXS,DWS,US Fund Moderate Allocation,US Fund Moderate Allocation
2025-09-30,MFS Blend Fund C,C,Equity Fund,PCG,ADVISORY,ADVISORY,ASSET ADVISOR,IRA,197676065.95,416,Y,Y,Y,FSC8686926,MFS,US Fund Small Blend,US Fund Small Blend
2025-05-31,VANGUARD Bond Fund A,A,International Equity Fund,WBS,BROKERAGE,BROKERAGE,FUNDSOURCE,QP,225035817.51,313,Y,Y,Y,FSINVZ17YR,Vanguard,US Fund Short-Term Bond,US Fund Short-Term Bond
2025-03-31,INVESCO Bond Fund C,C,Equity Fund,PCG,ADVISORY,ADVISORY,FC/QC,SEP,178219237.46,344,Y,N,N,FSUSAFVJ1Z,Invesco,US Fund Short-Term Bond,US Fund Short-Term Bond
2025-04-30,PIMCO Blend Fund A,A,Equity Fund,WBS,BROKERAGE,BROKERAGE,MASTERS,SIM,1421340.74,21,Y,Y,Y,FSCAPPXIH2,PIMCO,US Fund Mid-Cap Blend,US Fund Mid-Cap Blend
2026-01-31,FRANKLIN TEMPLETON Value Fund INST,INST,Money Market Fund,WBS,ADVISORY,ADVISORY,CUSTOMCHOICE,SIM,449972535.47,463,Y,N,N,FSINV8HE3N,Franklin Templeton,US Fund Large Value,US Fund Large Value
2025-11-30,CAPITAL GROUP Growth Fund A,A,Money Market Fund,FINET,BROKERAGE,BROKERAGE,FUNDSOURCE,SEP,388168408.55,61,Y,Y,Y,FSINVHRONH,capital group,US Fund Large Growth,US Fund Large Growth
2025-02-28,FIDELITY Bond Fund INST,INST,Equity Fund,PCG,ADVISORY,ADVISORY,PIM,SIM,329882876.98,442,Y,N,Y,FSINVQUXZJ,Fidelity,US Fund Intermediate Core Bond,US Fund Intermediate Core Bond
2025-03-31,PIMCO Allocation Fund A,A,Money Market Fund,PCG,BROKERAGE,BROKERAGE,FC/QC,IRA,3503261.68,277,Y,N,N,FSC3796172,PIMCO,US Fund Moderate Allocation,US Fund Moderate Allocation
2026-03-31,JPMORGAN Bond Fund A,A,Money Market Fund,WBS,ADVISORY,ADVISORY,BROKERAGE,NON-RETIREMENT,15461535.13,462,Y,Y,N,FSCAP0TE0V,JPMorgan,US Fund Multisector Bond,US Fund Multisector Bond
2026-02-28,FRANKLIN TEMPLETON Estate Fund C,C,Bond Fund,PCG,BROKERAGE,BROKERAGE,CUSTOMCHOICE,QP,257815599.67,223,Y,Y,Y,FSC7392545,Franklin Templeton,US Fund Real Estate,US Fund Real Estate
2026-02-28,BLACKROCK Value Fund C,C,Money Market Fund,FINET,ADVISORY,ADVISORY,BROKERAGE,SIM,400644005.75,219,Y,Y,N,FSINVHB0YI,BlackRock,US Fund Large Value,US Fund Large Value
2026-02-28,CAPITAL GROUP Blend Fund A,A,Money Market Fund,PCG,ADVISORY,ADVISORY,BROKERAGE,IRA,391977840.16,376,Y,N,Y,FSCAPVVD5U,capital group,US Fund Small Blend,US Fund Small Blend
2026-03-31,T ROWE PRICE Blend Fund INST,INST,International Equity Fund,PCG,BROKERAGE,BROKERAGE,PERSONALIZED UMA,IRA,330175753.19,327,Y,N,Y,FSINVVY2S9,T. Rowe Price,US Fund Large Blend,US Fund Large Blend
2025-07-31,VANGUARD Allocation Fund INV,INV,Balanced Fund,PCG,ADVISORY,ADVISORY,PERSONALIZED UMA,SIM,400005365.83,427,Y,Y,N,FSUSAMIGJS,Vanguard,US Fund Tactical Allocation,US Fund Tactical Allocation
2025-07-31,JPMORGAN Allocation Fund A,A,Balanced Fund,WBS,ADVISORY,ADVISORY,PERSONALIZED UMA,SEP,33580943.45,88,Y,Y,Y,FSUSAD1XUN,JPMorgan,US Fund Moderate Allocation,US Fund Moderate Allocation
2025-05-31,FRANKLIN TEMPLETON Value Fund INST,INST,International Equity Fund,FINET,ADVISORY,ADVISORY,PERSONALIZED UMA,NON-RETIREMENT,209161524.19,363,Y,Y,Y,FSINV8HE3N,Franklin Templeton,US Fund Large Value,US Fund Large Value
2025-03-31,FIRST EAGLE Estate Fund INST,INST,International Equity Fund,PCG,ADVISORY,ADVISORY,CUSTOMCHOICE,IRA,157055926.77,403,Y,Y,N,FSUSAS7SPG,First Eagle,US Fund Real Estate,US Fund Real Estate
2026-02-28,NUVEEN Growth Fund S,S,Equity Fund,FINET,BROKERAGE,BROKERAGE,MASTERS,SEP,474040234.21,133,Y,Y,Y,FSCAPUT3V8,Nuveen,US Fund Small Growth,US Fund Small Growth
2025-02-28,CAPITAL GROUP Bond Fund INST,INST,Balanced Fund,WFAS,ADVISORY,ADVISORY,ASSET ADVISOR,SIM,324969260.44,195,Y,Y,Y,FSINV6Z5AS,capital group,US Fund Intermediate Core Bond,US Fund Intermediate Core Bond
2026-02-28,DWS FUNDS Bond Fund INST,INST,Equity Fund,PCG,ADVISORY,ADVISORY,FC/QC,SEP,185323027.26,335,Y,N,N,FSCAPNRENH,DWS,US Fund High Yield Bond,US Fund High Yield Bond
2026-01-31,T ROWE PRICE Estate Fund S,S,Money Market Fund,WFAS,BROKERAGE,BROKERAGE,FC/QC,SIM,200465311.25,129,Y,Y,Y,FSINVOVNZB,T. Rowe Price,US Fund Real Estate,US Fund Real Estate
2025-01-31,CAPITAL GROUP Blend Fund A,A,Balanced Fund,FINET,ADVISORY,ADVISORY,CUSTOMCHOICE,QP,217923376.73,169,Y,N,Y,FSUSAYANEZ,capital group,US Fund Foreign Large Blend,US Fund Foreign Large Blend
2025-01-31,MFS Blend Fund C,C,International Equity Fund,FINET,ADVISORY,ADVISORY,PERSONALIZED UMA,QP,67223180.16,286,Y,N,Y,FSC8686926,MFS,US Fund Small Blend,US Fund Small Blend
2025-12-31,CAPITAL GROUP Growth Fund A,A,Money Market Fund,PCG,ADVISORY,ADVISORY,ASSET ADVISOR,QP,180939597.12,21,Y,Y,Y,FSINV8R1QP,capital group,US Fund Small Growth,US Fund Small Growth
2025-08-31,NUVEEN Estate Fund A,A,International Equity Fund,PCG,BROKERAGE,BROKERAGE,FC/QC,SEP,17398789.84,195,Y,Y,Y,FSCAP9SFEF,Nuveen,US Fund Real Estate,US Fund Real Estate
2025-04-30,FIDELITY Blend Fund C,C,Equity Fund,PCG,ADVISORY,ADVISORY,MASTERS,NON-RETIREMENT,27852075.49,46,Y,Y,Y,FSUSAVKKPF,Fidelity,US Fund Large Blend,US Fund Large Blend
2025-04-30,INVESCO Bond Fund INST,INST,Equity Fund,WFAS,BROKERAGE,BROKERAGE,ASSET ADVISOR,QP,131459417.17,11,Y,Y,Y,FSINV30AHC,Invesco,US Fund High Yield Bond,US Fund High Yield Bond
2025-09-30,BLACKROCK Bond Fund INST,INST,Alternative Fund,PCG,ADVISORY,ADVISORY,MASTERS,SEP,76782179.52,202,Y,Y,Y,FSC6963457,BlackRock,US Fund High Yield Bond,US Fund High Yield Bond
2025-08-31,BLACKROCK Value Fund C,C,Alternative Fund,PCG,BROKERAGE,BROKERAGE,FUNDSOURCE,SEP,36475337.4,232,N,N,Y,FSINVHB0YI,BlackRock,US Fund Large Value,US Fund Large Value
2025-08-31,JPMORGAN Allocation Fund A,A,Bond Fund,PCG,BROKERAGE,BROKERAGE,PIM,SEP,484441228.55,490,Y,Y,N,FSUSAD1XUN,JPMorgan,US Fund Moderate Allocation,US Fund Moderate Allocation
2025-11-30,FRANKLIN TEMPLETON Estate Fund C,C,International Equity Fund,WFAS,BROKERAGE,BROKERAGE,PIM,QP,218709682.11,129,Y,Y,N,FSC7392545,Franklin Templeton,US Fund Real Estate,US Fund Real Estate
2025-11-30,LORD ABBETT Bond Fund A,A,Equity Fund,PCG,ADVISORY,ADVISORY,ASSET ADVISOR,SIM,64498096.14,441,Y,Y,Y,FSC2646842,Lord Abbett,US Fund High Yield Bond,US Fund High Yield Bond
2025-12-31,INVESCO Bond Fund A,A,Money Market Fund,WBS,BROKERAGE,BROKERAGE,MASTERS,NON-RETIREMENT,215835516.42,441,Y,Y,N,FSCAPRK315,Invesco,US Fund Intermediate Core Bond,US Fund Intermediate Core Bond
2025-04-30,VANGUARD Allocation Fund INV,INV,International Equity Fund,WBS,ADVISORY,ADVISORY,BROKERAGE,IRA,406335839.66,3,Y,N,N,FSUSAMIGJS,Vanguard,US Fund Tactical Allocation,US Fund Tactical Allocation
2026-02-28,INVESCO Allocation Fund A,A,Alternative Fund,FINET,ADVISORY,ADVISORY,PIM,NON-RETIREMENT,418350361.27,97,Y,Y,Y,FSC8043975,Invesco,US Fund Tactical Allocation,US Fund Tactical Allocation
2025-02-28,CAPITAL GROUP Blend Fund A,A,Alternative Fund,WFAS,BROKERAGE,BROKERAGE,ASSET ADVISOR,QP,20780764.01,141,Y,N,Y,FSUSAYANEZ,capital group,US Fund Foreign Large Blend,US Fund Foreign Large Blend
2026-02-28,T ROWE PRICE Blend Fund INST,INST,Alternative Fund,PCG,BROKERAGE,BROKERAGE,CUSTOMCHOICE,NON-RETIREMENT,17873869.7,201,Y,Y,Y,FSINVVY2S9,T. Rowe Price,US Fund Large Blend,US Fund Large Blend
2025-10-31,INVESCO Bond Fund INST,INST,Equity Fund,FINET,ADVISORY,ADVISORY,CUSTOMCHOICE,SEP,94345860.24,68,Y,Y,Y,FSINV30AHC,Invesco,US Fund High Yield Bond,US Fund High Yield Bond
2025-05-31,FIRST EAGLE Bond Fund A,A,Money Market Fund,PCG,ADVISORY,ADVISORY,PIM,SEP,472202640.43,305,Y,N,Y,FSUSAMFLIX,First Eagle,US Fund Multisector Bond,US Fund Multisector Bond
2026-03-31,JPMORGAN Growth Fund INV,INV,Balanced Fund,PCG,ADVISORY,ADVISORY,MASTERS,NON-RETIREMENT,376524116.14,178,Y,Y,Y,FSINVVT0VG,JPMorgan,US Fund Large Growth,US Fund Large Growth
2025-04-30,JPMORGAN Allocation Fund INST,INST,Bond Fund,PCG,BROKERAGE,BROKERAGE,BROKERAGE,QP,319843532.38,452,Y,N,Y,FSCAPZ4DKB,JPMorgan,US Fund Tactical Allocation,US Fund Tactical Allocation
2025-05-31,PIMCO Blend Fund A,A,Bond Fund,WFAS,ADVISORY,ADVISORY,ASSET ADVISOR,IRA,453653983.16,7,Y,Y,Y,FSCAPPXIH2,PIMCO,US Fund Mid-Cap Blend,US Fund Mid-Cap Blend
2025-11-30,INVESCO Bond Fund INST,INST,Bond Fund,FINET,ADVISORY,ADVISORY,PERSONALIZED UMA,SIM,314818412.33,113,Y,Y,Y,FSINV30AHC,Invesco,US Fund High Yield Bond,US Fund High Yield Bond
2025-02-28,VANGUARD Bond Fund INST,INST,Money Market Fund,WBS,ADVISORY,ADVISORY,FUNDSOURCE,SEP,160279298.31,286,Y,Y,N,FSC4848373,Vanguard,US Fund High Yield Bond,US Fund High Yield Bond
2026-03-31,FIDELITY Bond Fund INST,INST,Balanced Fund,WBS,ADVISORY,ADVISORY,FUNDSOURCE,QP,108617041.09,396,Y,N,Y,FSINVQUXZJ,Fidelity,US Fund Intermediate Core Bond,US Fund Intermediate Core Bond
2025-08-31,FRANKLIN TEMPLETON Blend Fund C,C,Equity Fund,WFAS,BROKERAGE,BROKERAGE,PIM,IRA,466872047.64,51,Y,Y,N,FSC8379085,Franklin Templeton,US Fund Mid-Cap Blend,US Fund Mid-Cap Blend
2025-10-31,FRANKLIN TEMPLETON Estate Fund C,C,International Equity Fund,PCG,ADVISORY,ADVISORY,PIM,QP,90508737.37,148,Y,Y,Y,FSC7392545,Franklin Templeton,US Fund Real Estate,US Fund Real Estate
2025-02-28,FRANKLIN TEMPLETON Bond Fund INST,INST,International Equity Fund,FINET,BROKERAGE,BROKERAGE,BROKERAGE,NON-RETIREMENT,224988616.77,58,Y,Y,N,FSC7967512,Franklin Templeton,US Fund Short-Term Bond,US Fund Short-Term Bond
2025-10-31,BLACKROCK Bond Fund INST,INST,Balanced Fund,FINET,ADVISORY,ADVISORY,PIM,SIM,333995370.26,45,Y,N,Y,FSCAPSG2R8,BlackRock,US Fund Short-Term Bond,US Fund Short-Term Bond
2025-07-31,FIRST EAGLE Bond Fund A,A,Bond Fund,PCG,BROKERAGE,BROKERAGE,BROKERAGE,SIM,428194643.4,370,Y,Y,Y,FSUSAMFLIX,First Eagle,US Fund Multisector Bond,US Fund Multisector Bond
2026-02-28,JPMORGAN Growth Fund INV,INV,Bond Fund,PCG,ADVISORY,ADVISORY,FC/QC,SEP,145086192.89,108,Y,N,Y,FSINVVT0VG,JPMorgan,US Fund Large Growth,US Fund Large Growth
2025-10-31,INVESCO Bond Fund A,A,Alternative Fund,PCG,ADVISORY,ADVISORY,BROKERAGE,IRA,231721102.84,77,Y,N,Y,FSCAPRK315,Invesco,US Fund Intermediate Core Bond,US Fund Intermediate Core Bond
2025-04-30,JPMORGAN Allocation Fund A,A,Equity Fund,WBS,ADVISORY,ADVISORY,PERSONALIZED UMA,QP,159837848.47,247,Y,Y,Y,FSUSAD1XUN,JPMorgan,US Fund Moderate Allocation,US Fund Moderate Allocation
2026-01-31,AMERICAN FUNDS Growth Fund A,A,Equity Fund,PCG,ADVISORY,ADVISORY,BROKERAGE,IRA,332817463.74,109,Y,Y,Y,FSCAPBLFOC,capital group,US Fund Large Growth,US Fund Large Growth
2025-11-30,VANGUARD Bond Fund A,A,Balanced Fund,WFAS,BROKERAGE,BROKERAGE,MASTERS,SIM,184869578.54,212,Y,Y,Y,FSINVZ17YR,Vanguard,US Fund Short-Term Bond,US Fund Short-Term Bond
2025-11-30,INVESCO Blend Fund A,A,Money Market Fund,PCG,ADVISORY,ADVISORY,FUNDSOURCE,NON-RETIREMENT,91946059.55,147,Y,Y,Y,FSINVZILDX,Invesco,US Fund Large Blend,US Fund Large Blend
2026-02-28,NUVEEN Blend Fund INV,INV,Equity Fund,PCG,BROKERAGE,BROKERAGE,PIM,SEP,374294814.17,377,Y,Y,Y,FSUSALNO19,Nuveen,US Fund Small Blend,US Fund Small Blend
2025-06-30,LORD ABBETT Estate Fund A,A,International Equity Fund,FINET,BROKERAGE,BROKERAGE,PIM,IRA,393814628.59,432,N,Y,Y,FSINVN2N0F,Lord Abbett,US Fund Real Estate,US Fund Real Estate
2025-12-31,VANGUARD Bond Fund A,A,International Equity Fund,PCG,BROKERAGE,BROKERAGE,FC/QC,SEP,394545124.76,7,Y,N,N,FSC4693666,Vanguard,US Fund Intermediate Core Bond,US Fund Intermediate Core Bond
2025-12-31,PIMCO Allocation Fund A,A,Bond Fund,FINET,ADVISORY,ADVISORY,CUSTOMCHOICE,QP,421511618.47,378,Y,Y,Y,FSC3796172,PIMCO,US Fund Moderate Allocation,US Fund Moderate Allocation
2025-10-31,INVESCO Growth Fund C,C,Bond Fund,WFAS,ADVISORY,ADVISORY,PIM,IRA,366189727.81,174,Y,N,Y,FSCAP5YC33,Invesco,US Fund Small Growth,US Fund Small Growth
2025-08-31,JPMORGAN Value Fund S,S,Money Market Fund,PCG,BROKERAGE,BROKERAGE,FC/QC,IRA,136544248.04,146,Y,Y,Y,FSUSAS5BKX,JPMorgan,US Fund Large Value,US Fund Large Value
2025-10-31,FIDELITY Bond Fund INST,INST,Equity Fund,PCG,BROKERAGE,BROKERAGE,FUNDSOURCE,SIM,77670015.94,303,Y,Y,Y,FSINVQUXZJ,Fidelity,US Fund Intermediate Core Bond,US Fund Intermediate Core Bond
2025-06-30,JPMORGAN Value Fund S,S,Alternative Fund,PCG,BROKERAGE,BROKERAGE,FUNDSOURCE,QP,76456873.5,311,Y,Y,Y,FSUSAS5BKX,JPMorgan,US Fund Large Value,US Fund Large Value
2025-10-31,T ROWE PRICE Blend Fund INST,INST,Balanced Fund,PCG,ADVISORY,ADVISORY,BROKERAGE,SIM,402640160.83,347,Y,Y,Y,FSINVVY2S9,T. Rowe Price,US Fund Large Blend,US Fund Large Blend
2025-01-31,BLACKROCK Value Fund C,C,Bond Fund,WBS,BROKERAGE,BROKERAGE,MASTERS,SIM,201467074.24,352,Y,Y,N,FSINVHB0YI,BlackRock,US Fund Large Value,US Fund Large Value
2025-03-31,JPMORGAN Allocation Fund A,A,Money Market Fund,PCG,ADVISORY,ADVISORY,FC/QC,QP,154338409.75,288,Y,N,N,FSUSAD1XUN,JPMorgan,US Fund Moderate Allocation,US Fund Moderate Allocation
2025-11-30,FRANKLIN TEMPLETON Bond Fund INST,INST,International Equity Fund,WBS,ADVISORY,ADVISORY,CUSTOMCHOICE,SEP,452715661.88,9,Y,Y,Y,FSC7967512,Franklin Templeton,US Fund Short-Term Bond,US Fund Short-Term Bond
2025-03-31,VANGUARD Bond Fund A,A,Money Market Fund,FINET,ADVISORY,ADVISORY,FC/QC,QP,375403057.07,75,Y,N,Y,FSINVZ17YR,Vanguard,US Fund Short-Term Bond,US Fund Short-Term Bond
2025-12-31,T ROWE PRICE Estate Fund S,S,Alternative Fund,WBS,BROKERAGE,BROKERAGE,MASTERS,SIM,460909869.38,420,Y,N,Y,FSINVOVNZB,T. Rowe Price,US Fund Real Estate,US Fund Real Estate
