row_id,date,period,year,month,month_name,product_name,category,region,channel,customer_segment,units_sold,returns,net_units,unit_price,unit_cost,gross_revenue,cogs,gross_profit,net_revenue,gross_margin_pct
8215,2024-09-01,Sep 2024,2024,9,September,Cheddar Cheese 250g,Dairy,North,Supermarket,Students,215,6,209,3.67,2.02,789.05,434.3,354.75,767.03,44.96
8216,2024-09-01,Sep 2024,2024,9,September,Butter 250g,Dairy,North,Supermarket,Family,481,3,478,3.27,1.8,1572.87,865.8,707.07,1563.06,44.95
8217,2024-09-01,Sep 2024,2024,9,September,Cream Cheese 150g,Dairy,North,Supermarket,Seniors,498,8,490,2.04,1.12,1015.92,557.76,458.16,999.6,45.1
8218,2024-09-01,Sep 2024,2024,9,September,White Bread Loaf,Bakery,North,Supermarket,Students,408,7,401,2.77,1.39,1130.16,567.12,563.04,1110.77,49.82
8219,2024-09-01,Sep 2024,2024,9,September,Whole Wheat Bread,Bakery,North,Supermarket,Students,122,1,121,3.43,1.72,418.46,209.84,208.62,415.03,49.85
8220,2024-09-01,Sep 2024,2024,9,September,Croissant 4pk,Bakery,North,Supermarket,Seniors,821,22,799,1.02,0.51,837.42,418.71,418.71,814.98,50.0
8221,2024-09-01,Sep 2024,2024,9,September,Muffins 6pk,Bakery,North,Supermarket,Family,593,9,584,3.42,1.71,2028.06,1014.03,1014.03,1997.28,50.0
8222,2024-09-01,Sep 2024,2024,9,September,Bagels 4pk,Bakery,North,Supermarket,Seniors,343,4,339,3.09,1.54,1059.87,528.22,531.65,1047.51,50.16
8223,2024-09-01,Sep 2024,2024,9,September,Milk Chocolate Bar,Confectionery,North,Supermarket,Students,434,6,428,1.61,0.64,698.74,277.76,420.98,689.08,60.25
8224,2024-09-01,Sep 2024,2024,9,September,Dark Chocolate Bar,Confectionery,North,Supermarket,Family,443,11,432,1.23,0.49,544.89,217.07,327.82,531.36,60.16
8225,2024-09-01,Sep 2024,2024,9,September,Gummy Bears,Confectionery,North,Supermarket,Seniors,709,13,696,2.91,1.16,2063.19,822.44,1240.75,2025.36,60.14
8226,2024-09-01,Sep 2024,2024,9,September,Jelly Beans,Confectionery,North,Supermarket,Young Adults,239,0,239,1.61,0.64,384.79,152.96,231.83,384.79,60.25
8227,2024-09-01,Sep 2024,2024,9,September,Hard Candy Mix,Confectionery,North,Supermarket,Family,92,2,90,1.09,0.44,100.28,40.48,59.8,98.1,59.63
8228,2024-09-01,Sep 2024,2024,9,September,Frozen Pizza,Frozen,North,Supermarket,Seniors,585,14,571,3.03,1.45,1772.55,848.25,924.3,1730.13,52.15
8229,2024-09-01,Sep 2024,2024,9,September,Ice Cream 1L,Frozen,North,Supermarket,Seniors,470,9,461,7.16,3.44,3365.2,1616.8,1748.4,3300.76,51.96
8230,2024-09-01,Sep 2024,2024,9,September,Frozen Fries 1kg,Frozen,North,Supermarket,Family,295,6,289,5.82,2.79,1716.9,823.05,893.85,1681.98,52.06
8231,2024-09-01,Sep 2024,2024,9,September,Fish Fingers 400g,Frozen,North,Supermarket,Young Adults,360,6,354,6.94,3.33,2498.4,1198.8,1299.6,2456.76,52.02
8232,2024-09-01,Sep 2024,2024,9,September,Frozen Peas 500g,Frozen,North,Supermarket,Health-Conscious,490,9,481,6.51,3.12,3189.9,1528.8,1661.1,3131.31,52.07
8233,2024-09-01,Sep 2024,2024,9,September,Canned Tuna 185g,Canned Goods,North,Supermarket,Family,776,1,775,1.67,0.75,1295.92,582.0,713.92,1294.25,55.09
8234,2024-09-01,Sep 2024,2024,9,September,Canned Beans 400g,Canned Goods,North,Supermarket,Students,213,4,209,2.45,1.1,521.85,234.3,287.55,512.05,55.1
8235,2024-09-01,Sep 2024,2024,9,September,Canned Tomatoes 400g,Canned Goods,North,Supermarket,Health-Conscious,206,2,204,1.38,0.62,284.28,127.72,156.56,281.52,55.07
8236,2024-09-01,Sep 2024,2024,9,September,Canned Corn 340g,Canned Goods,North,Supermarket,Family,527,7,520,1.69,0.76,890.63,400.52,490.11,878.8,55.03
8237,2024-09-01,Sep 2024,2024,9,September,Tomato Ketchup 500ml,Condiments,North,Supermarket,Health-Conscious,168,2,166,3.57,1.54,599.76,258.72,341.04,592.62,56.86
8238,2024-09-01,Sep 2024,2024,9,September,Mustard 250g,Condiments,North,Supermarket,Seniors,406,2,404,3.05,1.31,1238.3,531.86,706.44,1232.2,57.05
8239,2024-09-01,Sep 2024,2024,9,September,Mayonnaise 400g,Condiments,North,Supermarket,Seniors,393,2,391,3.65,1.57,1434.45,617.01,817.44,1427.15,56.99
8240,2024-09-01,Sep 2024,2024,9,September,BBQ Sauce 350ml,Condiments,North,Supermarket,Students,375,2,373,2.94,1.26,1102.5,472.5,630.0,1096.62,57.14
8241,2024-09-01,Sep 2024,2024,9,September,Hot Sauce 150ml,Condiments,North,Supermarket,Students,754,21,733,3.26,1.4,2458.04,1055.6,1402.44,2389.58,57.06
8242,2024-09-01,Sep 2024,2024,9,September,Potato Chips,Snacks,North,Convenience Store,Health-Conscious,531,3,528,3.42,1.44,1816.02,764.64,1051.38,1805.76,57.89
8243,2024-09-01,Sep 2024,2024,9,September,Tortilla Chips,Snacks,North,Convenience Store,Young Adults,226,3,223,1.58,0.66,357.08,149.16,207.92,352.34,58.23
8244,2024-09-01,Sep 2024,2024,9,September,Pretzels,Snacks,North,Convenience Store,Students,355,7,348,2.33,0.98,827.15,347.9,479.25,810.84,57.94
8245,2024-09-01,Sep 2024,2024,9,September,Popcorn,Snacks,North,Convenience Store,Seniors,174,4,170,2.17,0.91,377.58,158.34,219.24,368.9,58.06
8246,2024-09-01,Sep 2024,2024,9,September,Crackers,Snacks,North,Convenience Store,Family,211,6,205,3.71,1.56,782.81,329.16,453.65,760.55,57.95
8247,2024-09-01,Sep 2024,2024,9,September,Nuts Mix,Snacks,North,Convenience Store,Health-Conscious,567,8,559,3.53,1.48,2001.51,839.16,1162.35,1973.27,58.07
8248,2024-09-01,Sep 2024,2024,9,September,Cola 500ml,Beverages,North,Convenience Store,Family,155,3,152,3.21,1.22,497.55,189.1,308.45,487.92,61.99
8249,2024-09-01,Sep 2024,2024,9,September,Orange Juice 1L,Beverages,North,Convenience Store,Students,160,0,160,1.03,0.39,164.8,62.4,102.4,164.8,62.14
8250,2024-09-01,Sep 2024,2024,9,September,Mineral Water 1.5L,Beverages,North,Convenience Store,Students,131,2,129,1.94,0.74,254.14,96.94,157.2,250.26,61.86
8251,2024-09-01,Sep 2024,2024,9,September,Energy Drink,Beverages,North,Convenience Store,Family,292,1,291,0.88,0.33,256.96,96.36,160.6,256.08,62.5
8252,2024-09-01,Sep 2024,2024,9,September,Iced Tea 330ml,Beverages,North,Convenience Store,Health-Conscious,490,7,483,1.39,0.53,681.1,259.7,421.4,671.37,61.87
8253,2024-09-01,Sep 2024,2024,9,September,Sports Drink,Beverages,North,Convenience Store,Young Adults,438,11,427,2.16,0.82,946.08,359.16,586.92,922.32,62.04
8254,2024-09-01,Sep 2024,2024,9,September,Full Cream Milk 1L,Dairy,North,Convenience Store,Students,386,3,383,1.3,0.72,501.8,277.92,223.88,497.9,44.62
8255,2024-09-01,Sep 2024,2024,9,September,Greek Yogurt 200g,Dairy,North,Convenience Store,Young Adults,431,3,428,1.96,1.08,844.76,465.48,379.28,838.88,44.9
8256,2024-09-01,Sep 2024,2024,9,September,Cheddar Cheese 250g,Dairy,North,Convenience Store,Students,603,9,594,3.67,2.02,2213.01,1218.06,994.95,2179.98,44.96
8257,2024-09-01,Sep 2024,2024,9,September,Butter 250g,Dairy,North,Convenience Store,Family,517,15,502,3.27,1.8,1690.59,930.6,759.99,1641.54,44.95
8258,2024-09-01,Sep 2024,2024,9,September,Cream Cheese 150g,Dairy,North,Convenience Store,Seniors,188,1,187,2.04,1.12,383.52,210.56,172.96,381.48,45.1
8259,2024-09-01,Sep 2024,2024,9,September,White Bread Loaf,Bakery,North,Convenience Store,Family,217,1,216,2.77,1.39,601.09,301.63,299.46,598.32,49.82
8260,2024-09-01,Sep 2024,2024,9,September,Whole Wheat Bread,Bakery,North,Convenience Store,Health-Conscious,161,0,161,3.43,1.72,552.23,276.92,275.31,552.23,49.85
8261,2024-09-01,Sep 2024,2024,9,September,Croissant 4pk,Bakery,North,Convenience Store,Students,237,7,230,1.02,0.51,241.74,120.87,120.87,234.6,50.0
8262,2024-09-01,Sep 2024,2024,9,September,Muffins 6pk,Bakery,North,Convenience Store,Students,130,3,127,3.42,1.71,444.6,222.3,222.3,434.34,50.0
8263,2024-09-01,Sep 2024,2024,9,September,Bagels 4pk,Bakery,North,Convenience Store,Students,79,1,78,3.09,1.54,244.11,121.66,122.45,241.02,50.16
8264,2024-09-01,Sep 2024,2024,9,September,Milk Chocolate Bar,Confectionery,North,Convenience Store,Young Adults,234,5,229,1.61,0.64,376.74,149.76,226.98,368.69,60.25
8265,2024-09-01,Sep 2024,2024,9,September,Dark Chocolate Bar,Confectionery,North,Convenience Store,Seniors,383,6,377,1.23,0.49,471.09,187.67,283.42,463.71,60.16
8266,2024-09-01,Sep 2024,2024,9,September,Gummy Bears,Confectionery,North,Convenience Store,Family,198,0,198,2.91,1.16,576.18,229.68,346.5,576.18,60.14
8267,2024-09-01,Sep 2024,2024,9,September,Jelly Beans,Confectionery,North,Convenience Store,Students,231,0,231,1.61,0.64,371.91,147.84,224.07,371.91,60.25
8268,2024-09-01,Sep 2024,2024,9,September,Hard Candy Mix,Confectionery,North,Convenience Store,Young Adults,79,1,78,1.09,0.44,86.11,34.76,51.35,85.02,59.63
8269,2024-09-01,Sep 2024,2024,9,September,Frozen Pizza,Frozen,North,Convenience Store,Health-Conscious,121,3,118,3.03,1.45,366.63,175.45,191.18,357.54,52.15
8270,2024-09-01,Sep 2024,2024,9,September,Ice Cream 1L,Frozen,North,Convenience Store,Health-Conscious,478,3,475,7.16,3.44,3422.48,1644.32,1778.16,3401.0,51.96
8271,2024-09-01,Sep 2024,2024,9,September,Frozen Fries 1kg,Frozen,North,Convenience Store,Family,181,4,177,5.82,2.79,1053.42,504.99,548.43,1030.14,52.06
8272,2024-09-01,Sep 2024,2024,9,September,Fish Fingers 400g,Frozen,North,Convenience Store,Seniors,252,2,250,6.94,3.33,1748.88,839.16,909.72,1735.0,52.02
8273,2024-09-01,Sep 2024,2024,9,September,Frozen Peas 500g,Frozen,North,Convenience Store,Seniors,444,8,436,6.51,3.12,2890.44,1385.28,1505.16,2838.36,52.07
8274,2024-09-01,Sep 2024,2024,9,September,Canned Tuna 185g,Canned Goods,North,Convenience Store,Young Adults,524,13,511,1.67,0.75,875.08,393.0,482.08,853.37,55.09
8275,2024-09-01,Sep 2024,2024,9,September,Canned Beans 400g,Canned Goods,North,Convenience Store,Students,336,4,332,2.45,1.1,823.2,369.6,453.6,813.4,55.1
8276,2024-09-01,Sep 2024,2024,9,September,Canned Tomatoes 400g,Canned Goods,North,Convenience Store,Students,346,5,341,1.38,0.62,477.48,214.52,262.96,470.58,55.07
8277,2024-09-01,Sep 2024,2024,9,September,Canned Corn 340g,Canned Goods,North,Convenience Store,Students,422,6,416,1.69,0.76,713.18,320.72,392.46,703.04,55.03
8278,2024-09-01,Sep 2024,2024,9,September,Tomato Ketchup 500ml,Condiments,North,Convenience Store,Family,422,12,410,3.57,1.54,1506.54,649.88,856.66,1463.7,56.86
8279,2024-09-01,Sep 2024,2024,9,September,Mustard 250g,Condiments,North,Convenience Store,Students,217,4,213,3.05,1.31,661.85,284.27,377.58,649.65,57.05
8280,2024-09-01,Sep 2024,2024,9,September,Mayonnaise 400g,Condiments,North,Convenience Store,Health-Conscious,318,5,313,3.65,1.57,1160.7,499.26,661.44,1142.45,56.99
8281,2024-09-01,Sep 2024,2024,9,September,BBQ Sauce 350ml,Condiments,North,Convenience Store,Family,82,0,82,2.94,1.26,241.08,103.32,137.76,241.08,57.14
8282,2024-09-01,Sep 2024,2024,9,September,Hot Sauce 150ml,Condiments,North,Convenience Store,Young Adults,334,2,332,3.26,1.4,1088.84,467.6,621.24,1082.32,57.06
8283,2024-09-01,Sep 2024,2024,9,September,Potato Chips,Snacks,North,Online,Young Adults,148,3,145,3.42,1.44,506.16,213.12,293.04,495.9,57.89
8284,2024-09-01,Sep 2024,2024,9,September,Tortilla Chips,Snacks,North,Online,Young Adults,311,6,305,1.58,0.66,491.38,205.26,286.12,481.9,58.23
8285,2024-09-01,Sep 2024,2024,9,September,Pretzels,Snacks,North,Online,Seniors,375,7,368,2.33,0.98,873.75,367.5,506.25,857.44,57.94
8286,2024-09-01,Sep 2024,2024,9,September,Popcorn,Snacks,North,Online,Health-Conscious,328,0,328,2.17,0.91,711.76,298.48,413.28,711.76,58.06
8287,2024-09-01,Sep 2024,2024,9,September,Crackers,Snacks,North,Online,Seniors,686,1,685,3.71,1.56,2545.06,1070.16,1474.9,2541.35,57.95
8288,2024-09-01,Sep 2024,2024,9,September,Nuts Mix,Snacks,North,Online,Family,498,6,492,3.53,1.48,1757.94,737.04,1020.9,1736.76,58.07
8289,2024-09-01,Sep 2024,2024,9,September,Cola 500ml,Beverages,North,Online,Young Adults,445,4,441,3.21,1.22,1428.45,542.9,885.55,1415.61,61.99
8290,2024-09-01,Sep 2024,2024,9,September,Orange Juice 1L,Beverages,North,Online,Students,622,11,611,1.03,0.39,640.66,242.58,398.08,629.33,62.14
8291,2024-09-01,Sep 2024,2024,9,September,Mineral Water 1.5L,Beverages,North,Online,Health-Conscious,210,1,209,1.94,0.74,407.4,155.4,252.0,405.46,61.86
8292,2024-09-01,Sep 2024,2024,9,September,Energy Drink,Beverages,North,Online,Health-Conscious,713,18,695,0.88,0.33,627.44,235.29,392.15,611.6,62.5
8293,2024-09-01,Sep 2024,2024,9,September,Iced Tea 330ml,Beverages,North,Online,Seniors,105,1,104,1.39,0.53,145.95,55.65,90.3,144.56,61.87
8294,2024-09-01,Sep 2024,2024,9,September,Sports Drink,Beverages,North,Online,Students,602,6,596,2.16,0.82,1300.32,493.64,806.68,1287.36,62.04
8295,2024-09-01,Sep 2024,2024,9,September,Full Cream Milk 1L,Dairy,North,Online,Students,286,3,283,1.3,0.72,371.8,205.92,165.88,367.9,44.62
8296,2024-09-01,Sep 2024,2024,9,September,Greek Yogurt 200g,Dairy,North,Online,Young Adults,400,2,398,1.96,1.08,784.0,432.0,352.0,780.08,44.9
8297,2024-09-01,Sep 2024,2024,9,September,Cheddar Cheese 250g,Dairy,North,Online,Young Adults,541,16,525,3.67,2.02,1985.47,1092.82,892.65,1926.75,44.96
8298,2024-09-01,Sep 2024,2024,9,September,Butter 250g,Dairy,North,Online,Young Adults,361,7,354,3.27,1.8,1180.47,649.8,530.67,1157.58,44.95
8299,2024-09-01,Sep 2024,2024,9,September,Cream Cheese 150g,Dairy,North,Online,Health-Conscious,272,3,269,2.04,1.12,554.88,304.64,250.24,548.76,45.1
8300,2024-09-01,Sep 2024,2024,9,September,White Bread Loaf,Bakery,North,Online,Young Adults,182,5,177,2.77,1.39,504.14,252.98,251.16,490.29,49.82
8301,2024-09-01,Sep 2024,2024,9,September,Whole Wheat Bread,Bakery,North,Online,Family,712,0,712,3.43,1.72,2442.16,1224.64,1217.52,2442.16,49.85
8302,2024-09-01,Sep 2024,2024,9,September,Croissant 4pk,Bakery,North,Online,Young Adults,411,4,407,1.02,0.51,419.22,209.61,209.61,415.14,50.0
8303,2024-09-01,Sep 2024,2024,9,September,Muffins 6pk,Bakery,North,Online,Students,119,0,119,3.42,1.71,406.98,203.49,203.49,406.98,50.0
8304,2024-09-01,Sep 2024,2024,9,September,Bagels 4pk,Bakery,North,Online,Young Adults,370,3,367,3.09,1.54,1143.3,569.8,573.5,1134.03,50.16
8305,2024-09-01,Sep 2024,2024,9,September,Milk Chocolate Bar,Confectionery,North,Online,Health-Conscious,222,6,216,1.61,0.64,357.42,142.08,215.34,347.76,60.25
8306,2024-09-01,Sep 2024,2024,9,September,Dark Chocolate Bar,Confectionery,North,Online,Seniors,309,6,303,1.23,0.49,380.07,151.41,228.66,372.69,60.16
8307,2024-09-01,Sep 2024,2024,9,September,Gummy Bears,Confectionery,North,Online,Students,151,4,147,2.91,1.16,439.41,175.16,264.25,427.77,60.14
8308,2024-09-01,Sep 2024,2024,9,September,Jelly Beans,Confectionery,North,Online,Young Adults,89,1,88,1.61,0.64,143.29,56.96,86.33,141.68,60.25
8309,2024-09-01,Sep 2024,2024,9,September,Hard Candy Mix,Confectionery,North,Online,Seniors,195,5,190,1.09,0.44,212.55,85.8,126.75,207.1,59.63
8310,2024-09-01,Sep 2024,2024,9,September,Frozen Pizza,Frozen,North,Online,Students,213,4,209,3.03,1.45,645.39,308.85,336.54,633.27,52.15
8311,2024-09-01,Sep 2024,2024,9,September,Ice Cream 1L,Frozen,North,Online,Students,526,9,517,7.16,3.44,3766.16,1809.44,1956.72,3701.72,51.96
8312,2024-09-01,Sep 2024,2024,9,September,Frozen Fries 1kg,Frozen,North,Online,Seniors,554,9,545,5.82,2.79,3224.28,1545.66,1678.62,3171.9,52.06
8313,2024-09-01,Sep 2024,2024,9,September,Fish Fingers 400g,Frozen,North,Online,Young Adults,456,1,455,6.94,3.33,3164.64,1518.48,1646.16,3157.7,52.02
8314,2024-09-01,Sep 2024,2024,9,September,Frozen Peas 500g,Frozen,North,Online,Health-Conscious,498,12,486,6.51,3.12,3241.98,1553.76,1688.22,3163.86,52.07
8315,2024-09-01,Sep 2024,2024,9,September,Canned Tuna 185g,Canned Goods,North,Online,Young Adults,350,6,344,1.67,0.75,584.5,262.5,322.0,574.48,55.09
8316,2024-09-01,Sep 2024,2024,9,September,Canned Beans 400g,Canned Goods,North,Online,Young Adults,373,11,362,2.45,1.1,913.85,410.3,503.55,886.9,55.1
8317,2024-09-01,Sep 2024,2024,9,September,Canned Tomatoes 400g,Canned Goods,North,Online,Students,273,3,270,1.38,0.62,376.74,169.26,207.48,372.6,55.07
8318,2024-09-01,Sep 2024,2024,9,September,Canned Corn 340g,Canned Goods,North,Online,Seniors,602,6,596,1.69,0.76,1017.38,457.52,559.86,1007.24,55.03
8319,2024-09-01,Sep 2024,2024,9,September,Tomato Ketchup 500ml,Condiments,North,Online,Young Adults,430,8,422,3.57,1.54,1535.1,662.2,872.9,1506.54,56.86
8320,2024-09-01,Sep 2024,2024,9,September,Mustard 250g,Condiments,North,Online,Health-Conscious,358,0,358,3.05,1.31,1091.9,468.98,622.92,1091.9,57.05
8321,2024-09-01,Sep 2024,2024,9,September,Mayonnaise 400g,Condiments,North,Online,Health-Conscious,364,9,355,3.65,1.57,1328.6,571.48,757.12,1295.75,56.99
8322,2024-09-01,Sep 2024,2024,9,September,BBQ Sauce 350ml,Condiments,North,Online,Health-Conscious,725,6,719,2.94,1.26,2131.5,913.5,1218.0,2113.86,57.14
8323,2024-09-01,Sep 2024,2024,9,September,Hot Sauce 150ml,Condiments,North,Online,Seniors,298,0,298,3.26,1.4,971.48,417.2,554.28,971.48,57.06
8324,2024-09-01,Sep 2024,2024,9,September,Potato Chips,Snacks,North,Wholesale,Health-Conscious,427,8,419,3.42,1.44,1460.34,614.88,845.46,1432.98,57.89
8325,2024-09-01,Sep 2024,2024,9,September,Tortilla Chips,Snacks,North,Wholesale,Students,733,11,722,1.58,0.66,1158.14,483.78,674.36,1140.76,58.23
8326,2024-09-01,Sep 2024,2024,9,September,Pretzels,Snacks,North,Wholesale,Family,718,4,714,2.33,0.98,1672.94,703.64,969.3,1663.62,57.94
8327,2024-09-01,Sep 2024,2024,9,September,Popcorn,Snacks,North,Wholesale,Students,525,13,512,2.17,0.91,1139.25,477.75,661.5,1111.04,58.06
8328,2024-09-01,Sep 2024,2024,9,September,Crackers,Snacks,North,Wholesale,Family,756,12,744,3.71,1.56,2804.76,1179.36,1625.4,2760.24,57.95
8329,2024-09-01,Sep 2024,2024,9,September,Nuts Mix,Snacks,North,Wholesale,Seniors,738,15,723,3.53,1.48,2605.14,1092.24,1512.9,2552.19,58.07
8330,2024-09-01,Sep 2024,2024,9,September,Cola 500ml,Beverages,North,Wholesale,Seniors,738,18,720,3.21,1.22,2368.98,900.36,1468.62,2311.2,61.99
8331,2024-09-01,Sep 2024,2024,9,September,Orange Juice 1L,Beverages,North,Wholesale,Health-Conscious,703,18,685,1.03,0.39,724.09,274.17,449.92,705.55,62.14
8332,2024-09-01,Sep 2024,2024,9,September,Mineral Water 1.5L,Beverages,North,Wholesale,Family,699,0,699,1.94,0.74,1356.06,517.26,838.8,1356.06,61.86
8333,2024-09-01,Sep 2024,2024,9,September,Energy Drink,Beverages,North,Wholesale,Young Adults,468,4,464,0.88,0.33,411.84,154.44,257.4,408.32,62.5
8334,2024-09-01,Sep 2024,2024,9,September,Iced Tea 330ml,Beverages,North,Wholesale,Students,374,2,372,1.39,0.53,519.86,198.22,321.64,517.08,61.87
8335,2024-09-01,Sep 2024,2024,9,September,Sports Drink,Beverages,North,Wholesale,Seniors,305,9,296,2.16,0.82,658.8,250.1,408.7,639.36,62.04
8336,2024-09-01,Sep 2024,2024,9,September,Full Cream Milk 1L,Dairy,North,Wholesale,Students,664,9,655,1.3,0.72,863.2,478.08,385.12,851.5,44.62
8337,2024-09-01,Sep 2024,2024,9,September,Greek Yogurt 200g,Dairy,North,Wholesale,Students,435,3,432,1.96,1.08,852.6,469.8,382.8,846.72,44.9
8338,2024-09-01,Sep 2024,2024,9,September,Cheddar Cheese 250g,Dairy,North,Wholesale,Health-Conscious,521,9,512,3.67,2.02,1912.07,1052.42,859.65,1879.04,44.96
8339,2024-09-01,Sep 2024,2024,9,September,Butter 250g,Dairy,North,Wholesale,Health-Conscious,116,2,114,3.27,1.8,379.32,208.8,170.52,372.78,44.95
8340,2024-09-01,Sep 2024,2024,9,September,Cream Cheese 150g,Dairy,North,Wholesale,Seniors,651,13,638,2.04,1.12,1328.04,729.12,598.92,1301.52,45.1
8341,2024-09-01,Sep 2024,2024,9,September,White Bread Loaf,Bakery,North,Wholesale,Seniors,648,6,642,2.77,1.39,1794.96,900.72,894.24,1778.34,49.82
8342,2024-09-01,Sep 2024,2024,9,September,Whole Wheat Bread,Bakery,North,Wholesale,Health-Conscious,227,3,224,3.43,1.72,778.61,390.44,388.17,768.32,49.85
8343,2024-09-01,Sep 2024,2024,9,September,Croissant 4pk,Bakery,North,Wholesale,Young Adults,381,11,370,1.02,0.51,388.62,194.31,194.31,377.4,50.0
8344,2024-09-01,Sep 2024,2024,9,September,Muffins 6pk,Bakery,North,Wholesale,Young Adults,217,5,212,3.42,1.71,742.14,371.07,371.07,725.04,50.0
8345,2024-09-01,Sep 2024,2024,9,September,Bagels 4pk,Bakery,North,Wholesale,Students,928,21,907,3.09,1.54,2867.52,1429.12,1438.4,2802.63,50.16
8346,2024-09-01,Sep 2024,2024,9,September,Milk Chocolate Bar,Confectionery,North,Wholesale,Young Adults,563,11,552,1.61,0.64,906.43,360.32,546.11,888.72,60.25
8347,2024-09-01,Sep 2024,2024,9,September,Dark Chocolate Bar,Confectionery,North,Wholesale,Students,663,6,657,1.23,0.49,815.49,324.87,490.62,808.11,60.16
8348,2024-09-01,Sep 2024,2024,9,September,Gummy Bears,Confectionery,North,Wholesale,Young Adults,321,4,317,2.91,1.16,934.11,372.36,561.75,922.47,60.14
8349,2024-09-01,Sep 2024,2024,9,September,Jelly Beans,Confectionery,North,Wholesale,Health-Conscious,778,6,772,1.61,0.64,1252.58,497.92,754.66,1242.92,60.25
8350,2024-09-01,Sep 2024,2024,9,September,Hard Candy Mix,Confectionery,North,Wholesale,Students,188,0,188,1.09,0.44,204.92,82.72,122.2,204.92,59.63
8351,2024-09-01,Sep 2024,2024,9,September,Frozen Pizza,Frozen,North,Wholesale,Family,254,0,254,3.03,1.45,769.62,368.3,401.32,769.62,52.15
8352,2024-09-01,Sep 2024,2024,9,September,Ice Cream 1L,Frozen,North,Wholesale,Students,551,12,539,7.16,3.44,3945.16,1895.44,2049.72,3859.24,51.96
8353,2024-09-01,Sep 2024,2024,9,September,Frozen Fries 1kg,Frozen,North,Wholesale,Young Adults,154,1,153,5.82,2.79,896.28,429.66,466.62,890.46,52.06
8354,2024-09-01,Sep 2024,2024,9,September,Fish Fingers 400g,Frozen,North,Wholesale,Students,662,17,645,6.94,3.33,4594.28,2204.46,2389.82,4476.3,52.02
8355,2024-09-01,Sep 2024,2024,9,September,Frozen Peas 500g,Frozen,North,Wholesale,Health-Conscious,413,5,408,6.51,3.12,2688.63,1288.56,1400.07,2656.08,52.07
8356,2024-09-01,Sep 2024,2024,9,September,Canned Tuna 185g,Canned Goods,North,Wholesale,Seniors,688,2,686,1.67,0.75,1148.96,516.0,632.96,1145.62,55.09
8357,2024-09-01,Sep 2024,2024,9,September,Canned Beans 400g,Canned Goods,North,Wholesale,Family,969,25,944,2.45,1.1,2374.05,1065.9,1308.15,2312.8,55.1
8358,2024-09-01,Sep 2024,2024,9,September,Canned Tomatoes 400g,Canned Goods,North,Wholesale,Students,155,0,155,1.38,0.62,213.9,96.1,117.8,213.9,55.07
8359,2024-09-01,Sep 2024,2024,9,September,Canned Corn 340g,Canned Goods,North,Wholesale,Seniors,694,20,674,1.69,0.76,1172.86,527.44,645.42,1139.06,55.03
8360,2024-09-01,Sep 2024,2024,9,September,Tomato Ketchup 500ml,Condiments,North,Wholesale,Seniors,238,7,231,3.57,1.54,849.66,366.52,483.14,824.67,56.86
8361,2024-09-01,Sep 2024,2024,9,September,Mustard 250g,Condiments,North,Wholesale,Students,519,13,506,3.05,1.31,1582.95,679.89,903.06,1543.3,57.05
8362,2024-09-01,Sep 2024,2024,9,September,Mayonnaise 400g,Condiments,North,Wholesale,Students,527,6,521,3.65,1.57,1923.55,827.39,1096.16,1901.65,56.99
8363,2024-09-01,Sep 2024,2024,9,September,BBQ Sauce 350ml,Condiments,North,Wholesale,Health-Conscious,474,14,460,2.94,1.26,1393.56,597.24,796.32,1352.4,57.14
8364,2024-09-01,Sep 2024,2024,9,September,Hot Sauce 150ml,Condiments,North,Wholesale,Seniors,217,1,216,3.26,1.4,707.42,303.8,403.62,704.16,57.06
8365,2024-09-01,Sep 2024,2024,9,September,Potato Chips,Snacks,North,Hypermarket,Family,917,21,896,3.42,1.44,3136.14,1320.48,1815.66,3064.32,57.89
8366,2024-09-01,Sep 2024,2024,9,September,Tortilla Chips,Snacks,North,Hypermarket,Seniors,552,2,550,1.58,0.66,872.16,364.32,507.84,869.0,58.23
8367,2024-09-01,Sep 2024,2024,9,September,Pretzels,Snacks,North,Hypermarket,Seniors,368,11,357,2.33,0.98,857.44,360.64,496.8,831.81,57.94
8368,2024-09-01,Sep 2024,2024,9,September,Popcorn,Snacks,North,Hypermarket,Health-Conscious,724,16,708,2.17,0.91,1571.08,658.84,912.24,1536.36,58.06
8369,2024-09-01,Sep 2024,2024,9,September,Crackers,Snacks,North,Hypermarket,Students,746,8,738,3.71,1.56,2767.66,1163.76,1603.9,2737.98,57.95
8370,2024-09-01,Sep 2024,2024,9,September,Nuts Mix,Snacks,North,Hypermarket,Seniors,494,0,494,3.53,1.48,1743.82,731.12,1012.7,1743.82,58.07
8371,2024-09-01,Sep 2024,2024,9,September,Cola 500ml,Beverages,North,Hypermarket,Health-Conscious,673,6,667,3.21,1.22,2160.33,821.06,1339.27,2141.07,61.99
8372,2024-09-01,Sep 2024,2024,9,September,Orange Juice 1L,Beverages,North,Hypermarket,Young Adults,700,10,690,1.03,0.39,721.0,273.0,448.0,710.7,62.14
8373,2024-09-01,Sep 2024,2024,9,September,Mineral Water 1.5L,Beverages,North,Hypermarket,Family,169,4,165,1.94,0.74,327.86,125.06,202.8,320.1,61.86
8374,2024-09-01,Sep 2024,2024,9,September,Energy Drink,Beverages,North,Hypermarket,Health-Conscious,610,5,605,0.88,0.33,536.8,201.3,335.5,532.4,62.5
